match_id,Home_Goals,Home_Shots_on_Goal,Home_Shots_off_Goal,Home_Fouls_Committed,Home_Yellow_Red_Cards,Home_Crosses,Home_Corner_Kicks,Home_Possessions,Away_Goals,Away_Shots_on_Goal,Away_Shots_off_Goal,Away_Fouls_Committed,Away_Yellow_Red_Cards,Away_Crosses,Away_Corner_Kicks,Away_Possessions
2030272,2,4,5,16,5,9,5,49,1,5,3,15,1,30,5,51
1051939,4,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0
1260193,4,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0
1506081,2,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0
1778218,0,3,7,12,0,24,8,49,1,5,5,20,4,9,4,51
2030518,2,6,4,7,3,9,5,40,1,9,12,12,1,41,11,60
1051823,1,0,0,0,6,0,0,0,2,0,0,0,3,0,0,0
1259983,1,0,0,0,2,0,0,0,1,0,0,0,4,0,0,0
1506157,0,0,0,0,4,0,0,0,3,0,0,0,4,0,0,0
1778113,0,3,4,16,4,11,3,41,1,4,3,13,5,11,6,59
2030457,2,3,8,8,3,7,6,34,2,5,14,10,5,26,12,66
1260232,0,0,0,0,5,0,0,0,2,0,0,0,6,0,0,0
1505938,0,0,0,0,3,0,0,0,2,0,0,0,2,0,0,0
1778342,6,6,5,14,1,15,3,50,1,4,7,3,1,16,4,50
2030092,3,5,1,7,2,14,5,64,0,0,3,12,3,8,4,36
1506008,2,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0
1778250,3,8,8,20,2,26,5,43,0,6,5,21,5,16,4,57
1778323,1,3,11,15,5,17,4,42,2,4,5,15,3,26,4,58
2030172,0,4,7,17,2,18,2,47,1,2,4,11,3,28,6,53
1778399,1,6,4,6,0,14,5,44,2,11,7,13,0,15,8,56
2030112,0,2,6,14,3,12,3,48,1,5,8,19,5,16,5,52
1051711,1,14,11,10,2,23,10,62,0,3,8,2,0,24,4,38
1260271,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1506052,2,0,0,0,5,0,0,0,1,0,0,0,3,0,0,0
1778360,4,6,5,12,3,14,2,63,0,3,3,16,3,10,6,37
2030139,2,4,6,19,3,16,11,53,0,12,7,21,3,19,3,47
1051888,2,0,0,0,5,0,0,0,1,0,0,0,4,0,0,0
1260299,1,0,0,0,2,0,0,0,2,0,0,0,3,0,0,0
1505557,1,0,0,0,1,0,0,0,2,0,0,0,4,0,0,0
1260046,1,0,0,0,4,0,0,0,2,0,0,0,3,0,0,0
1778230,2,7,4,19,4,16,7,50,2,1,1,15,3,12,2,50
2030415,0,5,8,12,3,44,6,66,1,7,4,12,3,10,6,34
1051940,0,0,0,0,3,0,0,0,1,0,0,0,2,0,0,0
1051738,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
2030160,3,6,6,10,3,29,6,60,3,6,5,13,8,10,1,40
1051844,1,7,7,6,3,18,11,48,2,4,6,5,6,21,6,52
1260174,1,0,0,0,1,0,0,0,2,0,0,0,7,0,0,0
1505808,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0
2030436,2,4,5,9,5,11,6,52,0,5,4,19,8,17,4,48
1051468,3,7,5,10,1,20,10,0,0,6,6,13,3,21,5,0
1260190,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1506033,1,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0
1778179,2,4,5,13,2,28,2,43,1,5,2,19,6,16,3,57
2030181,1,5,4,16,3,23,5,56,1,5,5,19,6,11,6,44
1051783,0,0,0,0,2,0,0,0,1,0,0,0,4,0,0,0
1260189,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0
1506062,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
1778072,0,6,7,15,3,23,7,65,1,1,4,17,4,3,5,35
2030467,2,1,5,16,2,19,13,56,1,3,4,14,5,11,1,44
1051904,2,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0
1260122,5,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0
1506104,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0
1778217,2,7,4,17,3,27,3,59,0,2,2,16,3,4,6,41
2030486,3,2,7,16,3,23,4,54,0,3,6,13,5,12,2,46
1051755,1,11,10,6,1,20,4,46,2,4,9,12,1,22,7,54
1260007,3,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0
1506146,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
1778160,5,5,3,16,1,15,7,71,1,3,2,18,2,8,4,29
2030524,1,9,3,18,4,18,5,56,4,4,3,11,1,8,4,44
1051866,2,4,4,12,2,7,5,52,2,2,8,6,4,9,4,48
1505883,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1778251,2,5,2,11,2,4,5,46,0,5,5,18,1,14,8,54
2030373,1,6,5,10,4,19,8,64,0,6,2,12,3,15,0,36
1052021,5,8,19,10,1,21,10,0,1,4,5,5,1,9,7,0
1260004,3,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0
1506014,2,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0
1778322,8,5,18,7,1,24,10,61,2,6,5,8,2,8,1,39
2030118,1,11,8,9,1,15,10,64,1,7,5,14,3,7,1,36
1051928,5,7,7,8,4,11,3,71,3,1,2,14,7,4,2,29
1260040,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0
1505946,4,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0
1778093,7,11,4,11,1,13,8,71,0,2,6,12,3,7,1,29
2030268,4,5,8,15,1,10,7,59,0,5,3,19,4,9,0,41
1051803,1,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0
1260328,2,0,0,0,4,0,0,0,2,0,0,0,2,0,0,0
1506083,3,0,0,0,6,0,0,0,3,0,0,0,3,0,0,0
1778379,1,7,8,15,3,16,4,53,2,6,5,17,4,11,6,47
2030097,1,6,8,16,5,27,6,56,2,4,2,15,3,13,6,44
1051958,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0
1260076,1,0,0,0,3,0,0,0,2,0,0,0,3,0,0,0
1505988,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0
1778341,3,7,9,15,4,11,5,60,0,10,4,16,4,6,6,40
1051673,4,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0
1260224,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1506125,4,0,0,0,3,0,0,0,2,0,0,0,5,0,0,0
1778103,2,4,12,12,2,28,3,55,1,4,3,15,4,9,3,45
2030211,2,7,3,15,4,25,7,57,2,5,4,19,6,17,4,43
1260219,1,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0
1506188,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
1051973,1,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0
1260138,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0
1051996,3,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0
1260116,3,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0
1505925,1,0,0,0,2,0,0,0,1,0,0,0,3,0,0,0
1778272,2,1,4,18,4,21,7,58,1,6,1,14,7,12,4,42
2030230,1,3,1,25,2,13,2,44,2,1,3,25,2,10,1,56
1051693,1,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0
1260274,2,0,0,0,2,0,0,0,2,0,0,0,5,0,0,0
1506167,1,0,0,0,2,0,0,0,1,0,0,0,5,0,0,0
1778398,0,6,8,10,2,16,4,67,3,5,5,17,2,10,3,33
2030394,3,3,5,9,1,16,7,48,0,4,9,18,2,11,13,52
1052018,1,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0
1259389,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1505967,0,0,0,0,6,0,0,0,2,0,0,0,5,0,0,0
1778303,3,10,7,14,3,19,6,62,1,4,6,9,2,11,6,38
2030191,2,3,3,14,4,11,4,47,1,1,4,14,3,21,1,53
1260085,2,0,0,0,3,0,0,0,1,0,0,0,3,0,0,0
1505583,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0
1778141,0,9,9,14,1,16,6,66,0,4,4,17,4,7,2,34
2030505,2,8,6,13,2,14,4,68,1,8,3,15,3,21,4,32
1505904,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0
1778051,1,6,7,11,4,24,8,57,1,2,3,17,4,7,4,43
1778122,1,2,4,14,3,15,7,0,1,2,4,14,4,15,8,0
2030352,5,4,3,12,1,18,3,58,1,0,4,16,4,16,2,42
1778198,2,1,2,22,2,7,0,45,0,2,8,18,0,20,4,55
2030249,3,2,2,5,2,12,4,60,2,8,3,21,7,10,4,40
1260018,2,0,0,0,3,0,0,0,1,0,0,0,2,0,0,0
1506191,2,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0
1778402,1,10,11,9,1,33,7,48,1,3,7,18,5,3,7,52
2030452,0,5,6,13,1,12,4,44,2,3,8,15,0,10,5,56
1260023,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0
1506170,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
1260173,3,0,0,0,2,0,0,0,1,0,0,0,4,0,0,0
1778268,0,7,7,17,4,19,4,49,2,4,3,12,4,3,3,51
2030198,1,1,3,16,6,14,2,46,2,5,0,13,3,15,10,54
2030473,0,3,6,7,2,28,7,39,1,6,9,10,5,6,7,61
1260289,1,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0
1505573,1,0,0,0,1,0,0,0,2,0,0,0,5,0,0,0
2030219,1,10,14,9,5,21,8,49,1,3,1,16,6,3,0,51
1260335,1,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0
1506002,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1778221,1,5,7,9,3,18,9,52,0,3,0,23,3,5,1,48
2030494,1,5,3,15,1,12,2,41,1,0,2,13,1,17,2,59
1260265,1,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0
1505594,3,0,0,0,2,0,0,0,2,0,0,0,3,0,0,0
1778110,1,9,3,12,3,18,9,45,1,2,1,15,3,6,2,55
2030515,2,2,6,12,1,14,7,50,1,1,2,18,6,7,2,50
1260312,1,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0
1505886,3,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0
1778068,3,8,8,9,1,35,6,48,2,3,0,17,3,9,3,52
2030536,2,4,5,16,4,24,4,42,0,7,0,16,5,13,4,58
1260110,4,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1505928,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0
1778202,1,2,5,26,4,13,1,52,0,4,10,17,6,16,8,48
2030113,1,9,6,16,3,15,5,35,2,7,6,16,7,5,5,65
1506044,0,0,0,0,2,0,0,0,2,0,0,0,4,0,0,0
1778289,4,5,4,9,0,10,3,46,1,6,5,13,2,11,2,54
2030155,1,4,7,9,3,11,7,47,2,0,8,12,3,16,4,53
1260097,2,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0
1505991,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
1778173,3,12,7,15,4,24,8,53,0,3,5,21,4,11,7,47
2030431,7,8,4,13,2,12,10,53,1,3,4,12,3,10,5,47
1260151,3,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0
1506107,3,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0
1778131,0,9,10,9,1,19,9,67,1,5,4,27,2,9,5,33
2030389,7,7,7,10,0,16,1,56,1,4,6,16,4,6,1,44
1260064,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1505865,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
1778226,3,8,3,9,2,21,6,43,1,5,1,18,4,14,2,57
2030410,0,6,8,11,3,17,4,51,1,3,5,14,4,8,5,49
1260140,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0
1506149,2,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0
1778383,2,4,6,12,4,23,3,45,2,3,3,9,4,15,6,55
1259974,1,0,0,0,2,0,0,0,1,0,0,0,4,0,0,0
1505907,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0
1778183,1,5,6,15,5,14,1,46,0,8,4,13,4,16,9,54
2030261,3,4,6,22,4,14,5,49,0,4,5,11,3,10,2,51
1260287,0,0,0,0,3,0,0,0,2,0,0,0,2,0,0,0
1505970,3,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0
1260234,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0
1260211,0,0,0,0,2,0,0,0,1,0,0,0,5,0,0,0
1506086,1,0,0,0,3,0,0,0,1,0,0,0,5,0,0,0
1778310,0,3,5,19,4,12,5,39,1,7,7,9,3,8,5,61
2030082,2,3,6,13,2,17,4,33,2,7,6,17,3,8,6,67
1259978,2,0,0,0,5,0,0,0,1,0,0,0,2,0,0,0
1505949,4,0,0,0,2,0,0,0,3,0,0,0,4,0,0,0
1778247,1,6,2,16,5,10,2,47,1,5,6,20,4,14,6,53
2030176,2,10,6,10,2,15,8,48,3,9,6,14,5,6,7,52
1260182,3,0,0,0,4,0,0,0,2,0,0,0,6,0,0,0
1506128,3,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0
1778152,1,3,6,14,6,11,2,44,0,6,9,16,4,15,9,56
2030358,3,10,10,20,3,23,7,55,0,1,1,14,5,8,1,45
1260059,2,0,0,0,3,0,0,0,1,0,0,0,3,0,0,0
1506023,1,0,0,0,2,0,0,0,2,0,0,0,4,0,0,0
1778331,1,3,3,13,6,10,1,30,1,5,5,14,5,24,5,70
2030240,0,2,5,18,4,26,9,45,2,5,4,11,2,5,3,55
1506065,1,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0
1778089,0,6,9,12,4,16,0,43,1,9,8,14,2,15,4,57
1778352,0,5,4,10,2,13,1,39,1,10,6,20,2,15,9,61
2030134,1,7,3,25,5,18,4,39,1,3,5,17,4,26,4,61
1778047,1,1,4,14,1,18,1,41,1,6,3,17,4,13,6,59
2030368,2,5,5,12,6,11,7,50,1,4,1,16,4,12,3,50
1506132,2,0,0,0,5,0,0,0,2,0,0,0,2,0,0,0
1778117,2,4,6,9,0,13,8,53,2,2,4,16,2,13,6,47
1505856,2,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0
1778174,1,7,5,19,5,16,7,53,0,6,3,19,2,24,5,47
1505894,1,0,0,0,4,0,0,0,2,0,0,0,3,0,0,0
1506075,4,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0
1778317,1,2,0,20,3,12,4,45,1,4,3,18,3,15,4,55
1505913,2,0,0,0,2,0,0,0,2,0,0,0,3,0,0,0
1778205,1,6,8,5,2,21,10,60,2,6,1,15,6,3,2,40
1506142,3,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0
1778355,3,9,6,11,3,35,8,58,0,3,6,18,2,6,8,42
1506184,3,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0
1778298,3,5,5,13,2,13,5,54,0,7,7,11,3,19,8,46
1506113,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1778384,1,4,6,15,1,9,8,41,0,3,9,7,2,35,5,59
1506056,3,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0
1778079,5,8,8,15,2,22,8,64,1,4,6,15,1,4,2,36
1505984,5,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0
1778041,3,4,5,11,1,11,3,69,0,0,3,13,1,6,1,31
1505932,1,0,0,0,3,0,0,0,1,0,0,0,6,0,0,0
1778136,0,7,9,11,1,14,10,53,0,6,4,8,2,8,2,47
1505587,2,0,0,0,5,0,0,0,2,0,0,0,5,0,0,0
1778098,2,2,12,13,2,44,9,55,2,1,3,19,6,12,5,45
1506163,0,0,0,0,1,0,0,0,1,0,0,0,6,0,0,0
1778374,3,13,5,15,3,32,5,55,2,2,3,18,2,8,2,45
1506037,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0
1505963,2,0,0,0,4,0,0,0,1,0,0,0,4,0,0,0
1778405,0,5,5,14,3,20,4,40,1,9,5,15,3,11,4,60
1506018,3,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0
1778155,3,8,1,16,2,7,2,51,0,5,7,15,4,21,1,49
1505561,3,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0
1778060,2,4,8,11,2,16,6,62,3,3,5,23,2,5,5,38
1506094,2,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0
1778241,1,7,6,15,4,9,12,59,0,2,2,13,6,5,4,41
1505875,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0
1778279,1,7,4,15,6,11,6,50,1,1,5,12,3,12,3,50
1778260,0,7,9,13,4,16,5,55,1,1,4,12,1,14,3,45
1778336,1,4,10,9,1,33,8,51,2,2,2,26,2,9,3,49
1778381,3,3,7,9,2,18,7,67,1,0,6,17,1,9,5,33
2030490,5,3,3,11,1,7,6,61,0,4,4,7,2,16,3,39
1778249,2,7,6,12,2,23,5,61,0,4,0,20,3,10,3,39
2030236,2,1,9,9,2,19,9,49,0,3,5,11,2,19,8,51
2030511,2,1,0,16,2,15,1,47,0,7,5,17,2,16,5,53
2030257,0,6,5,16,4,30,6,64,4,1,1,14,3,14,2,36
1778200,1,6,7,9,1,26,6,53,2,5,5,15,1,8,3,47
2030532,4,3,3,9,4,7,3,59,2,8,3,13,3,23,4,41
1778091,0,5,8,13,5,26,6,70,0,3,6,23,6,11,2,30
2030362,4,2,6,13,2,17,7,60,3,2,5,14,2,10,2,40
1778049,2,5,9,12,3,30,5,46,1,4,4,18,0,21,5,54
2030381,4,4,8,15,2,17,5,45,1,2,3,19,3,13,2,55
1778181,0,12,5,11,3,19,11,62,0,3,3,17,6,10,2,38
2030419,1,7,6,12,1,25,12,53,0,7,5,13,4,27,6,47
1778270,1,10,9,5,2,16,8,58,0,5,6,4,0,3,3,42
2030193,1,3,5,8,3,20,12,56,2,10,5,12,4,20,6,44
1778343,3,10,11,10,0,21,7,63,0,3,1,17,3,11,4,37
2030469,4,2,7,9,1,17,6,56,0,3,4,13,3,14,7,44
1778112,3,13,5,7,2,21,12,78,0,2,3,9,2,3,3,22
2030162,3,3,8,14,4,13,6,72,1,3,3,18,5,10,2,28
1778400,1,6,6,11,0,14,6,60,1,1,4,12,2,9,4,40
2030448,1,3,3,12,2,11,3,40,1,10,10,12,2,20,3,60
1778362,2,3,3,11,4,15,5,55,0,5,2,13,3,23,7,45
1778143,2,6,5,10,3,27,5,57,1,5,2,15,4,9,3,43
2030105,0,4,5,11,2,25,7,53,0,3,4,13,4,27,3,47
1778291,2,6,4,11,4,17,6,53,1,7,5,16,8,19,7,47
2030124,2,2,6,14,2,22,4,53,2,4,3,24,5,4,7,47
1778228,1,4,13,6,2,11,9,57,0,5,3,16,2,10,5,43
2030215,2,5,4,12,3,24,4,61,1,4,1,16,3,18,3,39
1778133,2,10,6,10,1,29,11,71,3,2,3,14,2,5,2,29
2030438,1,3,7,18,5,23,8,72,1,1,5,16,3,19,0,28
1778312,0,8,10,13,4,12,7,65,0,2,3,17,1,10,5,35
2030086,1,6,5,5,2,17,6,58,3,4,7,23,6,16,5,42
1778162,0,15,13,10,4,34,15,71,1,2,4,19,5,9,1,29
2030400,3,6,6,6,3,10,6,64,2,4,4,25,2,8,1,36
1778070,0,9,7,9,2,27,10,63,2,3,3,11,1,12,7,37
1778219,1,7,6,18,6,25,2,57,1,3,2,12,4,11,3,43
2030143,0,7,10,5,2,17,3,58,2,5,2,16,2,10,1,42
1778075,3,8,10,11,1,17,3,61,0,2,0,23,3,11,3,39
1778325,0,5,4,12,5,14,6,52,2,7,9,18,3,11,5,48
1778275,1,2,9,22,5,17,2,47,0,4,10,13,4,15,6,53
1778167,0,8,9,13,4,25,15,63,1,3,2,14,6,11,4,37
1778125,4,7,4,11,0,22,4,64,2,2,3,13,2,3,5,36
1778256,3,5,8,15,1,23,8,67,0,8,2,14,2,6,1,33
1778346,0,13,14,14,1,17,12,58,0,10,2,16,4,11,3,42
1778042,3,9,4,9,1,32,8,67,1,2,6,12,2,18,5,33
1778188,5,8,4,13,1,25,8,76,0,3,4,6,0,7,0,24
1778094,2,5,13,12,1,21,8,57,1,4,5,11,2,7,3,43
1778056,1,4,4,14,4,21,8,51,1,3,5,22,4,5,2,49
1778294,2,8,8,11,0,29,2,55,0,4,1,15,2,19,3,45
1778367,1,3,8,16,3,15,6,52,0,2,7,10,3,21,5,48
1778304,3,3,12,9,1,40,9,69,1,5,3,15,10,8,5,31
1778209,1,8,9,10,3,33,6,60,0,3,5,9,2,17,2,40
1778388,2,11,10,15,2,25,8,55,0,3,1,12,6,12,1,45
1778237,1,11,6,11,2,23,8,67,0,3,4,10,6,16,2,33
1778146,3,5,8,16,3,27,6,52,2,5,4,14,4,10,2,48
